pos	val	cur_ch	rev_sent	rev_ch	rev_idx
240	0.25	ch3	180	ch17	599
232	0.25	ch3	192	ch17	611
234	0.25	ch3	192	ch17	612
240	0.25	ch3	192	ch17	613
232	0.25	ch3	229	ch17	650
234	0.25	ch3	229	ch17	651
240	0.25	ch3	229	ch17	652
232	0.25	ch3	262	ch17	685
234	0.25	ch3	262	ch17	686
240	0.25	ch3	262	ch17	687
232	0.25	ch3	281	ch17	706
234	0.25	ch3	281	ch17	707
240	0.25	ch3	281	ch17	708
232	0.25	ch3	338	ch17	765
234	0.25	ch3	338	ch17	766
240	0.25	ch3	338	ch17	767
232	0.25	ch3	345	ch17	774
234	0.25	ch3	345	ch17	775
240	0.25	ch3	345	ch17	776
232	0.25	ch3	378	ch17	809
234	0.25	ch3	378	ch17	810
240	0.25	ch3	378	ch17	811
232	0.25	ch3	393	ch17	826
234	0.25	ch3	393	ch17	827
240	0.25	ch3	393	ch17	828
232	0.25	ch3	403	ch17	838
234	0.25	ch3	403	ch17	839
240	0.25	ch3	403	ch17	840
232	0.25	ch3	483	ch17	921
234	0.25	ch3	483	ch17	922
240	0.25	ch3	483	ch17	923
222	0.248756218905473	ch3	498	ch17	938
160	0.00200803212851406	ch3	539	ch17	979
232	0.25	ch5	56	ch17	1227
234	0.25	ch5	56	ch17	1228
240	0.25	ch5	56	ch17	1229
232	0.25	ch6	76	ch17	1343
234	0.25	ch6	76	ch17	1344
240	0.25	ch6	76	ch17	1345
232	0.25	ch6	90	ch17	1360
234	0.25	ch6	90	ch17	1361
240	0.25	ch6	90	ch17	1362
232	0.25	ch6	127	ch17	1403
234	0.25	ch6	127	ch17	1404
240	0.25	ch6	127	ch17	1405
232	0.25	ch6	221	ch17	1499
234	0.25	ch6	221	ch17	1500
240	0.25	ch6	221	ch17	1501
232	0.25	ch6	238	ch17	1518
234	0.25	ch6	238	ch17	1519
240	0.25	ch6	238	ch17	1520
232	0.25	ch6	249	ch17	1531
234	0.25	ch6	249	ch17	1532
240	0.25	ch6	249	ch17	1533
240	0	ch6	319	ch17	1604
240	0	ch6	379	ch17	1665
241	0.214574898785425	ch6	438	ch17	1724
241	0.209486166007905	ch6	446	ch17	1732
242	0.236842105263158	ch6	448	ch17	1734
232	0.25	ch7	14	ch17	1804
234	0.25	ch7	14	ch17	1805
240	0.25	ch7	14	ch17	1806
232	0.25	ch7	25	ch17	1817
234	0.25	ch7	25	ch17	1818
240	0.25	ch7	25	ch17	1819
232	0.2	ap1	198	ch17	2164
232	0.25	ap4	45	ch17	2948
234	0.25	ap4	45	ch17	2949
240	0.25	ap4	45	ch17	2950
232	0.25	ap4	47	ch17	2952
234	0.25	ap4	47	ch17	2953
240	0.25	ap4	47	ch17	2954
232	0.25	ap4	49	ch17	2956
234	0.25	ap4	49	ch17	2957
240	0.25	ap4	49	ch17	2958
232	0.25	ap4	55	ch17	2964
234	0.25	ap4	55	ch17	2965
240	0.25	ap4	55	ch17	2966
232	0.25	ap4	58	ch17	2969
234	0.25	ap4	58	ch17	2970
240	0.25	ap4	58	ch17	2971
232	0.25	ap4	66	ch17	2979
234	0.25	ap4	66	ch17	2980
240	0.25	ap4	66	ch17	2981
232	0.25	ap4	69	ch17	2984
234	0.25	ap4	69	ch17	2985
240	0.25	ap4	69	ch17	2986
232	0.25	ap4	76	ch17	2993
234	0.25	ap4	76	ch17	2994
240	0.25	ap4	76	ch17	2995
232	0.25	ap4	116	ch17	3035
234	0.25	ap4	116	ch17	3036
240	0.25	ap4	116	ch17	3037
232	0.25	ap5	81	ch17	3129
234	0.25	ap5	81	ch17	3130
240	0.25	ap5	81	ch17	3131
92	0.235294117647059	ap8	12	ch17	3449
98	0.235294117647059	ap8	14	ch17	3451
98	0.2	ap8	142	ch17	3592
92	0.25	ap8	186	ch17	3644
98	0.25	ap8	189	ch17	3647
232	0.25	ap9	19	ch17	3778
234	0.25	ap9	19	ch17	3779
240	0.25	ap9	19	ch17	3780
232	0.25	ap9	21	ch17	3782
234	0.25	ap9	21	ch17	3783
240	0.25	ap9	21	ch17	3784
232	0.25	ap9	34	ch17	3797
234	0.25	ap9	34	ch17	3798
240	0.25	ap9	34	ch17	3799
232	0.25	ap9	37	ch17	3802
234	0.25	ap9	37	ch17	3803
240	0.25	ap9	37	ch17	3804
232	0.2	ap16	89	ch17	5309
234	0.2	ap16	284	ch17	5527
232	0.25	ap17	21	ch17	5719
234	0.25	ap17	21	ch17	5720
240	0.25	ap17	21	ch17	5721
232	0.25	ap17	23	ch17	5723
234	0.25	ap17	23	ch17	5724
240	0.25	ap17	23	ch17	5725
232	0.25	ap17	28	ch17	5730
234	0.25	ap17	28	ch17	5731
240	0.25	ap17	28	ch17	5732
232	0	ap17	39	ch17	5745
232	0.25	ap17	43	ch17	5749
234	0.25	ap17	43	ch17	5750
240	0.25	ap17	43	ch17	5751
232	0.25	ap17	55	ch17	5763
234	0.25	ap17	55	ch17	5764
240	0.25	ap17	55	ch17	5765
232	0	ap17	59	ch17	5769
232	0.25	ap17	85	ch17	5797
234	0.25	ap17	85	ch17	5798
240	0.25	ap17	85	ch17	5799
232	0.25	ap17	90	ch17	5804
234	0.25	ap17	90	ch17	5805
240	0.25	ap17	90	ch17	5806
232	0.25	ap17	97	ch17	5813
234	0.25	ap17	97	ch17	5814
240	0.25	ap17	97	ch17	5815
105	0.246305418719212	ap17	103	ch17	5821
240	0	ap17	119	ch17	5837
10	0.177710843373494	ch1	9	appA	110
111	0.236686390532544	ch1	143	appA	245
143	0.2	ch1	212	appA	315
143	0.2	ch3	675	appA	1099
10	0.219435736677116	ch6	279	appA	1530
143	0.2	ch6	503	appA	1755
3	0.113223854796888	ch3	148	appC	564
